# Range file name:,range_22.txt
# Raw file name:,20251008_H87023AB_1OCTOBER25_CAL_MYO
$TrapCV:,4.0
0.0,29986.0
0.1377537688442211,0.0
0.2755075376884422,0.0
0.41326130653266335,271.0
0.5510150753768844,0.0
0.6887688442211055,0.0
0.8265226130653267,58.0
0.9642763819095477,0.0
1.1020301507537689,1315.0
1.23978391959799,12990.0
1.377537688442211,0.0
1.5152914572864322,39.0
1.6530452261306534,0.0
1.7907989949748746,0.0
1.9285527638190954,512.0
2.0663065326633165,250.0
2.2040603015075377,40.0
2.341814070351759,0.0
2.47956783919598,379.0
2.617321608040201,8628.0
2.755075376884422,358.0
2.8928291457286432,327.0
3.0305829145728644,994.0
3.1683366834170856,1576.0
3.306090452261307,2921.0
3.443844221105528,4343.0
3.581597989949749,4400.0
3.7193517587939695,5431.0
3.8571055276381907,5704.0
3.994859296482412,6596.0
4.132613065326633,6899.0
4.270366834170854,9887.0
4.4081206030150755,14501.0
4.545874371859297,20278.0
4.683628140703518,37914.0
4.821381909547739,55139.0
4.95913567839196,41509.0
5.096889447236181,45320.0
5.234643216080402,62179.0
5.372396984924623,67721.0
5.510150753768844,102993.0
5.647904522613065,117478.0
5.7856582914572865,168970.0
5.923412060301508,442210.0
6.061165829145729,1947704.0
6.19891959798995,7882310.0
6.336673366834171,1.560267E7
6.4744271356783925,1.6766296E7
6.612180904522614,1.357029E7
6.749934673366835,6079949.0
6.887688442211056,1983474.0
7.025442211055277,594973.0
7.163195979899498,156720.0
7.30094974874372,55162.0
7.438703517587939,25274.0
7.57645728643216,14186.0
7.714211055276381,9281.0
7.851964824120603,5240.0
7.989718592964824,3748.0
8.127472361809046,3087.0
8.265226130653266,2158.0
8.402979899497486,1658.0
8.540733668341709,1884.0
8.678487437185929,1362.0
8.816241206030151,2140.0
8.953994974874371,1957.0
9.091748743718593,2348.0
9.229502512562814,1219.0
9.367256281407036,1703.0
9.505010050251256,966.0
9.642763819095478,867.0
9.780517587939698,698.0
9.91827135678392,648.0
10.05602512562814,605.0
10.193778894472363,443.0
10.331532663316583,272.0
10.469286432160803,154.0
10.607040201005026,237.0
10.744793969849246,170.0
10.882547738693468,65.0
11.020301507537688,182.0
11.15805527638191,39.0
11.29580904522613,53.0
11.433562814070351,23.0
11.571316582914573,44.0
11.709070351758793,39.0
11.846824120603015,0.0
11.984577889447236,20.0
12.122331658291458,0.0
12.260085427135678,0.0
12.3978391959799,0.0
12.53559296482412,0.0
12.673346733668343,0.0
12.811100502512563,22.0
12.948854271356785,0.0
13.086608040201005,0.0
13.224361809045227,0.0
13.362115577889448,0.0
13.49986934673367,0.0
13.63762311557789,0.0
13.775376884422112,0.0
13.913130653266332,0.0
14.050884422110554,0.0
14.188638190954775,0.0
14.326391959798997,0.0
14.464145728643217,0.0
14.60189949748744,0.0
14.739653266331658,0.0
14.877407035175878,0.0
15.0151608040201,0.0
15.15291457286432,0.0
15.290668341708542,0.0
15.428422110552763,0.0
15.566175879396985,0.0
15.703929648241205,0.0
15.841683417085427,0.0
15.979437185929648,0.0
16.117190954773868,0.0
16.25494472361809,0.0
16.392698492462312,0.0
16.530452261306532,0.0
16.668206030150753,0.0
16.805959798994973,0.0
16.943713567839197,0.0
17.081467336683417,0.0
17.219221105527637,0.0
17.356974874371858,0.0
17.49472864321608,0.0
17.632482412060302,0.0
17.770236180904522,0.0
17.907989949748742,0.0
18.045743718592966,0.0
18.183497487437187,0.0
18.321251256281407,0.0
18.459005025125627,0.0
18.59675879396985,0.0
18.73451256281407,0.0
18.87226633165829,0.0
19.010020100502512,0.0
19.147773869346736,0.0
19.285527638190956,0.0
19.423281407035176,0.0
19.561035175879397,0.0
19.69878894472362,0.0
19.83654271356784,0.0
19.97429648241206,0.0
20.11205025125628,0.0
20.249804020100505,0.0
20.387557788944726,0.0
20.525311557788946,0.0
20.663065326633166,0.0
20.800819095477387,0.0
20.938572864321607,0.0
21.07632663316583,0.0
21.21408040201005,0.0
21.35183417085427,0.0
21.48958793969849,0.0
21.627341708542716,0.0
21.765095477386936,0.0
21.902849246231156,0.0
22.040603015075376,0.0
22.1783567839196,0.0
22.31611055276382,0.0
22.45386432160804,0.0
22.59161809045226,0.0
22.729371859296485,0.0
22.867125628140702,0.0
23.004879396984926,0.0
23.142633165829146,0.0
23.28038693467337,0.0
23.418140703517587,0.0
23.555894472361807,0.0
23.69364824120603,0.0
23.83140201005025,0.0
23.96915577889447,0.0
24.10690954773869,0.0
24.244663316582916,0.0
24.382417085427132,0.0
24.520170854271356,0.0
24.657924623115576,0.0
24.7956783919598,0.0
24.933432160804017,0.0
25.07118592964824,0.0
25.20893969849246,0.0
25.346693467336685,0.0
25.484447236180902,0.0
25.622201005025126,0.0
25.759954773869346,0.0
25.89770854271357,0.0
26.035462311557787,0.0
26.17321608040201,0.0
26.31096984924623,0.0
26.448723618090455,0.0
26.58647738693467,0.0
26.724231155778895,0.0
26.861984924623115,0.0
26.99973869346734,0.0
27.137492462311556,0.0
27.27524623115578,0.0
27.413,0.0
